date,dstip,srcport,dstport,srcip,pkt_len,tos,id,flag,ttl,chksum
2015-05-21 13:01:00,3617517253,57743,80,2342757303,52,0,64704,2,57,20292
2015-05-21 13:01:00,1554569608,54880,80,2010882219,52,0,46895,2,53,16349
2015-05-21 13:01:00,150790030,49446,443,3432756267,40,8,6045,2,115,34521
2015-05-21 13:01:00,1505192080,35591,32854,1572182624,1103,0,48679,2,56,50713
2015-05-21 13:01:00,2243093465,52446,9043,2443116138,140,0,569,2,58,17555
2015-05-21 13:01:00,3225482891,9182,46972,1565286955,1457,0,27045,0,111,26195
2015-05-21 13:01:00,150790009,48357,443,3408305402,52,0,58977,2,54,3532
2015-05-21 13:01:00,3617517160,35207,443,1657172584,72,0,1188,2,58,41174
2015-05-21 13:01:00,3617492223,64382,80,1681023191,52,8,56829,2,59,14359
2015-05-21 13:01:00,1505192174,4369,443,1691762315,147,0,33385,2,57,22773
2015-05-21 13:01:00,2243093270,443,48952,3692839177,1450,0,49514,2,86,55284
2015-05-21 13:01:00,2243093270,443,48952,3692839177,1450,0,49515,2,86,55283
2015-05-21 13:01:00,1545329626,51793,56819,3332217945,1408,8,11128,2,54,30987
2015-05-21 13:01:00,2342718052,47064,554,3696713410,52,0,39868,2,58,54246
2015-05-21 13:01:00,3617492175,47577,80,146736697,64,0,6793,2,59,45513
2015-05-21 13:01:00,1554569620,49941,80,636100076,52,0,37576,2,52,14825
2015-05-21 13:01:00,1554569620,49941,80,636100076,52,0,13985,2,52,38416
2015-05-21 13:01:00,2243093034,443,62888,1620786375,1500,0,12177,2,58,1612
2015-05-21 13:01:00,2243093034,443,62888,1620786375,171,0,12178,2,58,2940
2015-05-21 13:01:00,3225663184,80,54334,3726528858,40,0,57240,2,57,48042
2015-05-21 13:01:00,2243093449,44142,9042,2432513920,1175,0,25400,2,58,42788
2015-05-21 13:01:00,3714480688,51991,443,1342387779,52,0,829,2,121,8362
2015-05-21 13:01:00,137688739,63693,443,292778381,52,0,8218,2,54,41682
2015-05-21 13:01:00,3617492223,64382,80,1681023191,52,8,56830,2,59,14358
2015-05-21 13:01:00,1505192087,13399,12321,497703176,1453,0,23811,0,116,43836
2015-05-21 13:01:00,1545329577,12093,31286,1787877175,1455,0,14736,0,119,35617
2015-05-21 13:01:00,3617517253,57743,80,2342757303,52,0,64705,2,57,20291
2015-05-21 13:01:00,1505192080,35591,32854,1572182624,1103,0,48680,2,56,50712
2015-05-21 13:01:00,150789690,443,49518,2332389955,52,0,18398,2,60,4711
2015-05-21 13:01:00,1505193259,80,55579,1872553163,1500,0,22180,2,57,51757
2015-05-21 13:01:00,1505193259,80,55579,1872553163,1500,0,22181,2,57,51756
2015-05-21 13:01:00,1505193259,80,55579,1872553163,1500,0,22182,2,57,51755
2015-05-21 13:01:00,3694611775,20351,80,3605561507,40,0,47602,0,47,20699
2015-05-21 13:01:00,4234316435,80,58671,2421533172,1500,8,12072,2,58,19116
2015-05-21 13:01:00,3617492175,47577,80,146736697,64,0,6794,2,59,45512
2015-05-21 13:01:00,1505193259,80,55579,1872553163,1500,0,22183,2,57,51754
2015-05-21 13:01:00,4234316435,80,58671,2421533172,1500,8,12073,2,58,19115
2015-05-21 13:01:00,1505193259,80,55579,1872553163,1500,0,22184,2,57,51753
2015-05-21 13:01:00,150789912,64531,80,2516317971,52,0,30394,2,56,22246
2015-05-21 13:01:00,2243093294,443,40465,3692850430,52,0,8602,2,86,20782
2015-05-21 13:01:00,4234316435,80,58671,2421533172,1500,8,12074,2,58,19114
2015-05-21 13:01:00,4234316435,80,58671,2421533172,1500,8,12075,2,58,19113
2015-05-21 13:01:00,4234316435,80,58671,2421533172,1500,8,12076,2,58,19112
2015-05-21 13:01:00,1505193259,80,55579,1872553163,1500,0,22185,2,57,51752
2015-05-21 13:01:00,1505193259,80,55579,1872553163,1500,0,22186,2,57,51751
2015-05-21 13:01:00,3225482891,9182,46972,1565286955,1457,0,27046,0,111,26194
2015-05-21 13:01:00,1505193259,80,55579,1872553163,1500,0,22187,2,57,51750
2015-05-21 13:01:00,1505193259,80,55579,1872553163,1500,0,22188,2,57,51749
2015-05-21 13:01:00,1505193259,80,55579,1872553163,1500,0,22189,2,57,51748
2015-05-21 13:01:00,4277318796,1933,80,3314935817,40,0,11782,2,117,30379
2015-05-21 13:01:00,150789700,59554,80,1632619221,52,0,27878,2,52,50808
2015-05-21 13:01:00,3617517295,33761,80,2656383624,1072,0,28869,2,56,13975
2015-05-21 13:01:00,2675774790,80,50611,1714392283,1500,0,55378,2,57,48123
2015-05-21 13:01:00,2675774790,80,50611,1714392283,336,0,55379,2,57,49286
2015-05-21 13:01:00,3694611775,20351,80,3605561507,40,0,227,0,47,2539
2015-05-21 13:01:00,3617492223,64382,80,1681023191,52,8,56831,2,59,14357
2015-05-21 13:01:00,3714475140,49403,80,3480589401,52,0,32619,2,52,8607
2015-05-21 13:01:00,3617517160,35207,443,1657172584,72,0,1189,2,58,41173
2015-05-21 13:01:00,3617517394,37905,9050,1872202714,96,8,43781,2,59,53799
2015-05-21 13:01:00,137091454,64417,443,2066318031,410,0,53555,2,52,38024
2015-05-21 13:01:00,1543190600,39211,10726,2054083001,1452,0,31443,0,118,58370
2015-05-21 13:01:00,2299785499,37513,80,2348557293,1500,0,50897,2,57,19250
2015-05-21 13:01:00,2299785499,37513,80,2348557293,1500,0,50898,2,57,19249
2015-05-21 13:01:00,2299785499,37513,80,2348557293,1500,0,50899,2,57,19248
2015-05-21 13:01:00,2299785499,37513,80,2348557293,1500,0,50900,2,57,19247
2015-05-21 13:01:00,1545333446,4511,80,4236926957,60,0,55156,2,52,52205
2015-05-21 13:01:00,2299785499,37513,80,2348557293,1500,0,50901,2,57,19246
2015-05-21 13:01:00,1554569620,49941,80,636100076,52,0,8097,2,52,44304
2015-05-21 13:01:00,2299785499,37513,80,2348557293,576,0,50902,2,57,20169
2015-05-21 13:01:00,1554569620,49941,80,636100076,52,0,1757,2,52,50644
2015-05-21 13:01:00,1554569620,49941,80,636100076,52,0,41038,2,52,11363
2015-05-21 13:01:00,3225482891,9182,46972,1565286955,1457,0,27047,0,111,26193
2015-05-21 13:01:00,3617517160,35207,443,1657172584,72,0,1190,2,58,41172
2015-05-21 13:01:00,4152950703,80,33854,2676452778,1420,0,4934,2,120,58811
2015-05-21 13:01:00,4152950703,80,33854,2676452778,1420,0,4935,2,120,58810
2015-05-21 13:01:00,4152950703,80,33854,2676452778,1420,0,4936,2,120,58809
2015-05-21 13:01:00,3617492044,50288,443,2342757319,52,0,34492,2,57,10162
2015-05-21 13:01:00,137687534,2189,443,1837079565,378,0,64818,2,53,17308
